1.622015989738193292e-04,7.546638675389103195e-04,9.980569492157818079e-01,8.108138276218925314e-04,2.153714900835922066e-04
3.477573310167097814e-04,8.657467166445511307e-04,9.978028223518634610e-01,3.767156016307210051e-04,6.069579988445224835e-04
3.119812488295126791e-04,7.784097689768200261e-04,9.983162430774198404e-01,2.591633671087230036e-04,3.342025376651805218e-04
1.170921548510411793e-04,8.088547306899788103e-04,9.985469687380779114e-01,4.779099025589914063e-04,4.917447382202488329e-05
2.042858247422657601e-04,1.183599114618678503e-04,9.987342797752789547e-01,2.760109458401087444e-04,6.670635426769484832e-04
3.471976378732256376e-04,9.061884920568571110e-04,9.983014545926474081e-01,4.014857446827513722e-04,4.367353273978765490e-05
3.885602639203160282e-04,2.375020468445202915e-04,9.984660827382476622e-01,4.986813840495826679e-04,4.091735669379550585e-04
1.589907374111004649e-04,2.518764496648468604e-04,9.987798830671360539e-01,4.853053490310171988e-04,3.239443967570796107e-04
2.480184810494441170e-04,5.554980106544009453e-04,9.983492947415066876e-01,4.117148911846290585e-04,4.354738756048841405e-04
3.156683685285685700e-05,6.478968516013852404e-04,9.985871696977780543e-01,1.201851808858157681e-04,6.131814328819123593e-04
1.469997418445763079e-04,9.765490334678309957e-04,9.981771361914754115e-01,1.512613481782920254e-04,5.480536850339504150e-04
1.603940342849076049e-04,8.486494735977383229e-04,9.978840668909987333e-01,8.375599239014003532e-04,2.693296772171554642e-04
3.895766243939009885e-05,3.554393940737542428e-05,9.974366469611091190e-01,1.393371195260362369e-03,1.095480241783821935e-03
2.282270227773165543e-04,9.715164835639230213e-04,9.975867470944221882e-01,8.475322952817170626e-04,3.659771039548938157e-04
2.829981314967412471e-04,1.211248198855231599e-03,9.978690839267340129e-01,3.741007130130186761e-04,2.625690299010469022e-04
3.365737118124541446e-04,4.220282788030633916e-04,9.988124017529202980e-01,2.395660122890694234e-04,1.894302441752420177e-04
1.801134386517542715e-04,5.311324338154698984e-04,9.983534659333079819e-01,4.214920052731940814e-04,5.137961889516492065e-04
3.762079869597298020e-04,3.507649839649555666e-04,9.984684675598516357e-01,1.028454197382498627e-04,7.017140494853475524e-04
1.879637526306465831e-04,6.834411180640734013e-04,9.984496897484911315e-01,5.537236969758287195e-04,1.251816838384383289e-04
2.848654295358850818e-04,1.331311992140853800e-03,9.980835355584444235e-01,1.154260227131276729e-04,1.848609971658146168e-04
2.105207111070769876e-04,9.260489816530133875e-04,9.986452530424987373e-01,1.777524293078742317e-04,4.042483543339835507e-05
1.197897893733010735e-04,1.081084831204898048e-03,9.980136959809022823e-01,4.182040916888105520e-04,3.672253068308038151e-04
2.241667707121965721e-05,8.569040390931925710e-04,9.983565316484328545e-01,5.903218434397411061e-04,1.738257919630170406e-04
3.837375058450946414e-04,1.459637381345435438e-03,9.974000343737847718e-01,5.353677328667909340e-04,2.212230061579195987e-04
3.425826117210545015e-05,1.282286187200493057e-03,9.981770280682404906e-01,1.699768667838530401e-04,3.364506166031216083e-04
1.107895854706618865e-05,1.114216234828399902e-03,9.980279324589771406e-01,6.556858241719274632e-04,1.910865234755225114e-04
2.049629526201836847e-05,1.696669009171591479e-03,9.972902037808709652e-01,1.227731523468658745e-04,8.698577623485676587e-04
2.723884700397560137e-04,3.327650888147875045e-04,9.987077603175931184e-01,2.973160226473083425e-04,3.897701009051232363e-04
2.267445285107846931e-04,1.158916164775050228e-04,9.985362203876708698e-01,4.783818185483649935e-04,6.427616487925643177e-04
8.240164720720369578e-06,1.551635564740329147e-03,9.979199106824730992e-01,5.181501266750112916e-04,2.063461390856927711e-06
2.099643689706122125e-04,2.619020655379370030e-04,9.979154919258070855e-01,4.684721444413443526e-04,1.144169495243095667e-03
1.155284896533029530e-04,4.061620695316899270e-04,9.986800551668869597e-01,6.109142939966355750e-04,1.873399799315611243e-04
3.032204436637347521e-04,4.342225390893780139e-04,9.986295489311870499e-01,7.155165760186504463e-05,5.614564284579929340e-04
4.499277685185506951e-04,1.453751455670955917e-04,9.984885286678295557e-01,4.043509360582040824e-04,5.118174820266186212e-04
2.532113287875147230e-04,3.355140396966857985e-05,9.985400678584056555e-01,1.072601917611716929e-03,1.005674912254766106e-04
1.208610550412540053e-04,9.405423819522672809e-04,9.982113119231041942e-01,6.561541891622235841e-04,7.113045074010309731e-05
4.502242111682735050e-04,4.404169473937012561e-04,9.983096599654356362e-01,4.715265395869604518e-05,7.525462220436943996e-04
2.089034613338032194e-04,8.635993831633279397e-04,9.981546495099651306e-01,4.402247593613839048e-04,3.326228861764461090e-04
1.343630531582527029e-04,4.678691334756412815e-04,9.983815632931464235e-01,9.037071751904187170e-04,1.124973450293443732e-04
6.714238549980152976e-05,1.482244280653324765e-03,9.978812374104828464e-01,2.853176151647841222e-04,2.840583081992912933e-04
2.824272025221437744e-04,8.539654992381999748e-04,9.981309742278450248e-01,4.685464268101577692e-04,2.640866435845450511e-04
8.003196551618078003e-05,1.497683620321594959e-03,9.972649900011478774e-01,9.833700114047754653e-04,1.739244016095295919e-04
3.063184752827182149e-04,2.950231280161409253e-04,9.984950602665799702e-01,5.606828630081559959e-04,3.429152671130788945e-04
5.733479811783941593e-04,1.305889132264185896e-04,9.984742428420398941e-01,1.235363398840887735e-04,6.982839236712424201e-04
1.205922130754299537e-04,1.066006789152446716e-03,9.980448703997669702e-01,5.916545089072083093e-04,1.768760890980881114e-04
1.684262402011689626e-04,7.262364257708212728e-04,9.981312139396992800e-01,5.895180262666619439e-04,3.846053680621232002e-04
1.391998554220526707e-04,6.304042904537993488e-04,9.986306613494727591e-01,5.898646268437640183e-06,5.938358583829159848e-04
2.699330080126751373e-04,5.610408576455748475e-04,9.980865827506801846e-01,8.133429443729972216e-04,2.691004392886883062e-04
3.005748146242707758e-04,8.388890273470081191e-04,9.983434244723068396e-01,4.655008257657843496e-05,4.705616031452781165e-04
1.639231999432652956e-04,7.977839077040882595e-04,9.983148445014145000e-01,1.750393744208389403e-04,5.484090165172959136e-04
3.898061135377056869e-05,1.454661975816884216e-03,9.977241578369542285e-01,7.266747720812364707e-04,5.552480379391580480e-05
2.919708375901316501e-04,1.005290359253950636e-04,9.989228882251004471e-01,4.418143085049145487e-04,2.427975928792611203e-04
4.250303378125302968e-04,3.544633867081349804e-04,9.982036099168138943e-01,1.901163105526438159e-04,8.267800481127299955e-04
