2.937517138613709219e-04,8.170951163654390902e-04,9.978347819431740984e-01,2.282325011724669500e-04,8.261387254266945417e-04
5.849117375065059771e-04,2.653101501037218165e-04,9.983045405047534793e-01,4.723343901364660284e-04,3.729032174997887455e-04
2.769835290372661034e-04,3.391676506598268262e-04,9.983601045963655940e-01,7.141881743466829647e-04,3.095560495907166807e-04
4.607183095713780698e-04,7.101245166347288328e-04,9.986781479619570856e-01,5.235506619333534124e-05,9.865414564342916883e-05
2.186435996035277450e-04,1.131970417939166937e-03,9.979593735464269422e-01,4.138128228064634809e-04,2.761996132239263120e-04
5.708186593443635671e-05,1.217092486057403007e-03,9.980139161474281817e-01,2.620306885171827310e-04,4.498788120628088340e-04
3.744329492906975452e-04,5.073058009916139605e-04,9.981483654635383562e-01,5.631031604021169553e-04,4.067926257772810179e-04
4.813366680345672940e-04,4.780360902393376377e-04,9.979333664812827243e-01,8.388816502467250427e-04,2.683791101967075124e-04
2.493678855260825417e-04,6.007060098978631328e-04,9.989074366053968257e-01,1.505996376370556363e-04,9.188986154222335972e-05
1.479660362526918470e-04,7.804352131967890035e-04,9.980399970803890408e-01,7.575526450939801737e-04,2.740490250675202757e-04
1.151284868817256370e-04,1.383033035550416652e-03,9.976599056348158800e-01,5.778396196303079140e-04,2.640932231217013116e-04
7.948975152974515756e-05,7.181338285525412776e-04,9.983545176502900409e-01,2.527872218239327886e-04,5.950715478037714966e-04
4.335410419054353546e-04,3.561943404688540631e-04,9.985189031626879874e-01,1.443370409992474242e-04,5.470244139385519594e-04
3.733617295644982834e-04,8.343779262202312332e-04,9.977868744892819386e-01,7.107961944717485761e-04,2.945896604616689111e-04
2.279632361471482219e-05,1.532312922996134467e-03,9.979482360676154018e-01,2.508685746149564308e-04,2.457861111587692090e-04
1.932867378823102721e-04,1.037398254810559077e-03,9.980312802377008241e-01,4.843136518438624660e-04,2.537211177624087576e-04
7.886081142131830691e-06,7.203014602392523221e-04,9.985551867582058705e-01,5.192998881739487515e-04,1.973258122389342454e-04
4.878847701977563817e-04,1.356627641979423838e-04,9.980528880655878954e-01,7.254937476325679568e-04,5.980706523838571391e-04
2.066746944408347046e-04,5.678122852590523862e-04,9.983984413295459159e-01,1.648567713386273645e-05,8.105860136203694478e-04
5.888436395397195493e-05,1.446474087569194194e-03,9.978993906374269418e-01,5.325260614416802655e-04,6.272484960813420299e-05
3.551015386531388308e-04,1.911512784612756036e-05,9.988449530016849653e-01,2.802191148711809894e-04,5.006112169446316198e-04
1.174188806004041531e-04,8.460395666073265231e-04,9.983501030681216637e-01,5.628494046725617678e-04,1.235890799981568741e-04
5.777408416223831487e-05,6.425408225258842469e-04,9.988333562061519899e-01,3.775909160280867391e-04,8.873797113193696603e-05
2.189109363478847561e-04,5.509151127634641680e-04,9.987559833967095679e-01,2.045559737900304190e-05,4.537349568001904174e-04
2.778142106385803967e-04,5.992906324332146744e-04,9.983665266383006109e-01,2.392800554563395254e-04,5.170884631712427534e-04
1.075974248619943204e-05,1.491213091546214967e-03,9.981219781119455847e-01,3.507430621427975667e-04,2.530599187924365868e-05
1.597193260076453653e-04,8.194707341882022985e-04,9.987096327674300777e-01,2.539459367765919484e-04,5.723123559752302551e-05
2.191019520398684915e-04,1.590429195730258798e-05,9.991087139142140749e-01,1.833290717516128767e-04,4.729507700372033571e-04
1.082127100649690082e-04,1.469710930285731852e-03,9.979757234820800793e-01,2.459753056964362659e-04,2.003775718728249833e-04
4.423051666163324265e-04,5.214141854387390092e-04,9.978504277235494824e-01,1.788944949569197952e-04,1.006958429438538838e-03
2.577558570623270616e-04,4.214897168315443073e-04,9.983536235130840986e-01,3.923304504870264589e-04,5.748004625349697290e-04
1.778530914826019905e-04,1.400015056576233829e-03,9.970293412528822286e-01,1.136898382099341218e-03,2.558922169596764841e-04
3.229405103146231002e-04,2.218173707389937792e-04,9.985651908055102055e-01,3.611109862584565666e-04,5.289403271778252928e-04
3.268230579796670317e-04,1.436189676206861381e-04,9.987929551124151706e-01,2.222279774371627549e-04,5.143748845473040607e-04
9.689434303459192694e-05,1.112927245626932956e-04,9.989513929497025879e-01,2.976125854768247323e-04,5.428073972234066964e-04
1.027045829716315785e-04,3.360918828666147268e-04,9.990103613319484266e-01,1.456554172254617674e-04,4.051867849878864128e-04
1.148411485258743188e-04,2.840014123418989952e-04,9.984587405999729715e-01,1.073020738710559353e-03,6.939610044879991027e-05
1.894564886912210452e-04,2.569197441135798740e-04,9.987069688440520787e-01,6.469582727031266767e-04,1.996966504401098881e-04
3.459665628817791246e-04,9.370093473149983081e-06,9.985300683624565021e-01,7.012513537457908640e-04,4.133436274427996376e-04
5.760303301273499892e-06,1.143271285617229586e-04,9.986151531099389800e-01,2.016230525865501900e-04,1.063136405611530590e-03
7.484252675107822071e-05,1.230034753004666508e-03,9.981446708535921530e-01,1.050551140354261516e-04,4.453967526166846612e-04
1.747615122428670498e-04,1.535103942368444248e-03,9.979597901266915594e-01,1.793648846646705660e-04,1.509795340324921159e-04
1.474474259792779877e-04,1.320082938030905104e-03,9.977765041627139064e-01,5.361170489046444571e-04,2.198484243713784783e-04
2.269544506250696170e-05,1.708458287656950281e-03,9.971993939018912734e-01,5.831271103346532137e-04,4.863252550545718806e-04
2.453947174605068194e-04,6.234115184392235564e-05,9.984031233076726686e-01,1.080559206776461872e-03,2.085816162465169512e-04
2.362162304453372405e-04,6.808917644475675135e-04,9.984076708255732457e-01,2.884398518227497413e-05,6.463771943515442524e-04
1.980252783296891866e-04,3.076010000920294230e-04,9.986499826508340449e-01,3.217018292449568559e-05,8.122208878197062065e-04
