4.908865788732184956e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.097797885061124539e-16,6.250000000000005551e-02,9.374999999999997780e-01
5.256755013851727617e-17,6.250000000000011102e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
1.767880530320126409e-16,6.249999999999998612e-02,9.374999999999997780e-01
1.304653919155231382e-16,6.250000000000004163e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
1.119644813020536088e-16,6.250000000000005551e-02,9.374999999999997780e-01
1.534137423620776091e-16,6.250000000000001388e-02,9.374999999999997780e-01
1.767880530320126409e-16,6.249999999999998612e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
5.936182893816030690e-17,6.250000000000011102e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
9.185901486964361484e-17,6.250000000000006939e-02,9.374999999999997780e-01
1.933131315550889799e-16,6.249999999999997918e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
1.145904702417146910e-16,6.250000000000005551e-02,9.374999999999997780e-01
1.795147453674033047e-17,6.250000000000016653e-02,9.374999999999997780e-01
6.043625589907558182e-17,6.250000000000011102e-02,9.374999999999997780e-01
2.454432894366092478e-17,6.250000000000013878e-02,9.374999999999997780e-01
4.407042350833750729e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.972769072086153044e-16,6.249999999999996531e-02,9.374999999999997780e-01
1.795147453674033047e-17,6.250000000000016653e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
3.585264890527453367e-17,6.250000000000012490e-02,9.374999999999997780e-01
1.795147453674033047e-17,6.250000000000016653e-02,9.374999999999997780e-01
1.902144379699243705e-16,6.249999999999997224e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
1.210073171003204993e-16,6.250000000000005551e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000016653e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000005551e-02,9.374999999999998890e-01
8.975737268370165233e-18,6.250000000000016653e-02,9.374999999999997780e-01
1.624485367277190025e-16,6.250000000000000000e-02,9.374999999999997780e-01
9.728391701195736859e-18,6.250000000000016653e-02,9.374999999999997780e-01
1.590747095033832463e-16,6.250000000000001388e-02,9.374999999999997780e-01
3.034784273825951406e-17,6.250000000000015266e-02,9.374999999999997780e-01
4.407042350833750729e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.388450642275446447e-16,6.250000000000002776e-02,9.374999999999997780e-01
9.679055993292386103e-17,6.250000000000006939e-02,9.374999999999997780e-01
8.975737268370165233e-18,6.250000000000016653e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000018041e-02,9.374999999999997780e-01
0.000000000000000000e+00,6.250000000000083267e-02,9.374999999999991118e-01
4.407042350833750729e-17,6.250000000000013878e-02,9.374999999999997780e-01
1.289554271955407005e-16,6.250000000000004163e-02,9.374999999999997780e-01
2.756984930066600650e-17,6.250000000000013878e-02,9.374999999999997780e-01
9.511758513453884333e-17,6.250000000000008327e-02,9.374999999999997780e-01
9.494266626154006986e-17,6.250000000000006939e-02,9.374999999999997780e-01
6.384969757234539568e-17,6.250000000000011102e-02,9.374999999999997780e-01
1.344911025095821859e-16,6.250000000000002776e-02,9.374999999999997780e-01
1.523766255241612556e-17,6.250000000000016653e-02,9.374999999999997780e-01
6.081479554999909428e-17,6.250000000000011102e-02,9.374999999999997780e-01
